
Vendor	SKU	Preferred_Name	GeneName
Novus Biologicals	NBP1-69102	F1QMR6	gda
Novus Biologicals	NBP1-69102	B0JZN2	gda
Novus Biologicals	NBP1-69102	Q9NZQ3-1	gda
Novus Biologicals	NBP1-69102	Q9NZQ3-3	SLC25A16
Novus Biologicals	NB100-527V	Q8QHL3	RTN4R
Novus Biologicals	NB100-527V	F1P382	RTN4R
Novus Biologicals	NB100-527V	P17948	RTN4R
Novus Biologicals	NB100-527V	H9N1E8	RTN4R
Novus Biologicals	NB100-527V	H9N1E7	Rtn4r
Novus Biologicals	NB100-527V	V9Q458	Rtn4r
Novus Biologicals	NB100-527V	V9Q5H8	rtn4r
Novus Biologicals	NB100-527V	X2QIK8	rtn4r
Novus Biologicals	NB100-527V	L7RSL3	rtn4r
Novus Biologicals	NB100-527V	B5A924	rtn4r
Novus Biologicals	NB100-527V	A0A1W2PNW4	rtn4r
Novus Biologicals	NB100-527V	B1AC84	rtn4r
Novus Biologicals	NB100-527V	S5U0M6	RPS6KA6
Novus Biologicals	NB100-527V	Q16332	RPS6KA6
Novus Biologicals	NB100-527V	X2CBY1	Rps6ka6
Novus Biologicals	NB100-527V	Q16333	Rps6ka6
Novus Biologicals	NB100-527V	X2C8T1	Rps6ka6
Novus Biologicals	NB100-527V	S5TRK2	Rps6ka6
Novus Biologicals	NB100-527V	X2QEJ0	Rps6ka6
Novus Biologicals	NB100-527V	P35969	Rps6ka6
Novus Biologicals	NB100-527V	O55095	Rps6ka6
Novus Biologicals	NB100-527V	A0A0R4J0A4	Rps6ka6
Novus Biologicals	NB100-527V	Q8K1H4	Rps6ka6
Novus Biologicals	NB100-527V	Q3TJC1	Rps6ka6
Novus Biologicals	NB100-527V	Q9CSC8	Rps6ka6
Novus Biologicals	NB100-527V	Q9DAV2	Rps6ka6
Novus Biologicals	NB100-527V	Q78ZF4	Rps6ka6
Novus Biologicals	NB100-527V	Q9CW58	Rps6ka6
Novus Biologicals	NB100-527V	P53767	Rps6ka6
Novus Biologicals	NB100-527V	G3V633	rps6ka6
Novus Biologicals	NB100-527V	Q9JJ08	RPS6KA6
Novus Biologicals	NB100-527V	B3DKP1	RPS6KA6
Novus Biologicals	NB100-527V	A4QNT7	SLC22A2
Novus Biologicals	NB100-527V	Q5GIT3	SLC22A2
Novus Biologicals	NB100-527V	F1QBD0	SLC22A2
Novus Biologicals	NB100-527V	Q4JDD5	Slc22a2
Novus Biologicals	NB100-527V	Q8QHL3-1	Slc22a2
Novus Biologicals	NB100-527V	P17948-2	Slc22a2
Novus Biologicals	NB100-527V	P17948-3	Slc22a2
Novus Biologicals	NB100-527V	P17948-4	slc22a2
Novus Biologicals	NB100-527V	P17948-1	slc22a2
Novus Biologicals	NB100-527V	P17948-8	SLC22A2
Novus Biologicals	H00000637-M03	Q8JGM8	UGT1A4
Novus Biologicals	H00000637-M03	A0A140T8G9	UGT1A4
Novus Biologicals	H00000637-M03	A0A1D5P8E8	UGT1A4
Novus Biologicals	H00000637-M03	P55957	UGT1A4
Novus Biologicals	H00000637-M03	B2ZP79	UGT1A4
Novus Biologicals	H00000637-M03	B2ZP78	UGT1A4
Novus Biologicals	H00000637-M03	A8ASI8	UGT1A4
Novus Biologicals	H00000637-M03	P70444	UGT1A4
Novus Biologicals	H00000637-M03	D3Z463	UGT1A4
Novus Biologicals	H00000637-M03	Q9JLT6	UGT1A4
Novus Biologicals	H00000637-M03	A8ASI9	UGT1A4
Novus Biologicals	H00000637-M03	P55957-1	UGT1A4
Novus Biologicals	H00000637-M03	P55957-4	UGT1A4
Novus Biologicals	H00000637-M03	P55957-2	ugt1a4
Novus Biologicals	H00000637-M03	P55957-3	ugt1a4
R&D Systems	AF1024-SP	Q90826	IGFLR1
R&D Systems	AF1024-SP	Q4KS30	Igflr1
R&D Systems	AF1024-SP	P13236	Igflr1
R&D Systems	AF1024-SP	Q7M4M2	Igflr1
R&D Systems	AF1024-SP	Q6JSE0	igflr1
R&D Systems	AF1024-SP	P14097	IGFLR1
R&D Systems	AF1024-SP	Q5QNV9	IGFLR1
R&D Systems	AF1024-SP	P50230	Igflr1
R&D Systems	AF1024-SP	G3V7I1	GGT5
R&D Systems	MAB685-500	F1NCL8	Anxa2
R&D Systems	MAB685-500	P22455	Anxa2
R&D Systems	MAB685-500	A0A024R7S1	Anxa2
R&D Systems	MAB685-500	B5A964	Anxa2
R&D Systems	MAB685-500	E7EWF4	ANXA2
R&D Systems	MAB685-500	A0A024R7P8	ANXA2
R&D Systems	MAB685-500	Q6LBK2	Anxa2
R&D Systems	MAB685-500	D6RJD4	COX4I2
R&D Systems	MAB685-500	D6RG06	COX4I2
R&D Systems	MAB685-500	J3KPQ0	Cox4i2
R&D Systems	MAB685-500	H0Y9P2	Cox4i2
R&D Systems	MAB685-500	B5A965	cox4i2
R&D Systems	MAB685-500	D6R9V0	cox4i2
R&D Systems	MAB685-500	Q03142	DYRK2
R&D Systems	MAB685-500	A0A0R4IZY3	Dyrk2
R&D Systems	MAB685-500	Q9ESV4	Dyrk2
R&D Systems	MAB685-500	Q9ESV5	Dyrk2
R&D Systems	MAB685-500	Q498D6	DYRK2
R&D Systems	MAB685-500	Q90413	DYRK2
R&D Systems	MAB685-500	B7ZVT9	DYRK2
R&D Systems	MAB685-500	Q4VBK2	DYRK2
R&D Systems	MAB685-500	A4JYD8	DYRK2
R&D Systems	MAB685-500	P22455-1	Dyrk2
R&D Systems	MAB685-500	P22455-2	Dyrk2
R&D Systems	MAB2339-500	F1NGT0	Mmp9
R&D Systems	MAB2339-500	P13726	Mmp9
R&D Systems	MAB2339-500	P20352	Mmp9
R&D Systems	MAB2339-500	A0A0R4J088	Mmp9
R&D Systems	MAB2339-500	Q8R3Q1	mmp9
R&D Systems	MAB2339-500	A0A0G2JGS5	mmp9
R&D Systems	MAB2339-500	Q6RFS9	mmp9
R&D Systems	MAB2339-500	P42533	PLXNA2
R&D Systems	MAB2339-500	Q66HI4	PLXNA2
R&D Systems	MAB2339-500	P13726-2	Plxna2
R&D Systems	MAB2339-500	P13726-1	Plxna2
R&D Systems	MAB7940	Q8GXX0	DDX5
R&D Systems	MAB7940	A0A1P8AP23	DDX5
R&D Systems	MAB7940	Q8T0S6	DDX5
R&D Systems	MAB7940	Q9VD61	DDX5
R&D Systems	MAB7940	A0A0B4KFW0	DDX5
R&D Systems	MAB7940	O14144	DDX5
R&D Systems	MAB7940	P27882	DDX5
R&D Systems	MAB7940	P55789	DDX5
R&D Systems	MAB7940	P56213	DDX5
R&D Systems	MAB7940	Q63042	DDX5
R&D Systems	BAF2364	P98160	sdc4
R&D Systems	BAF2364	Q05793	SDC4
R&D Systems	AF2537	Q9R1J4	IL22RA2
R&D Systems	AF2537	O70624	Il22ra2
R&D Systems	AF6968	P02197	Itgal
R&D Systems	AF6968	P02144	Itgal
R&D Systems	AF6968	Q8WVH6	Itgal
R&D Systems	AF6968	F2Z2F1	Itgal
R&D Systems	AF6968	U6FIU7	Itgal
R&D Systems	AF6968	A0A024R1G3	Itgal
R&D Systems	AF6968	B0QYF8	Itgal
R&D Systems	AF6968	U6FIV2	ITGAL
R&D Systems	AF6968	B0QYF7	ITGAL
R&D Systems	AF6968	F2Z337	myb
R&D Systems	AF6968	U6FJG6	MYB
R&D Systems	AF6968	U6FM64	MYB
R&D Systems	AF6968	P35737	MYB
R&D Systems	AF6968	P04247	MYB
R&D Systems	AF6968	Q3UVB1	Myb
R&D Systems	AF6968	Q9QZ76	Myb
R&D Systems	AF6968	A0A1K0FUB2	MYB
R&D Systems	AF6968	Q6VN46	c-myb
R&D Systems	AF6968	H0WE38	c-myb
R&D Systems	AF6968	M9PEI9	MYB
R&D Systems	MAB1549	Q9UK85	Adamtsl1
R&D Systems	MAB1549	M0R1E5	Adamtsl1
R&D Systems	MAB1549	M0QYJ2	Adamtsl1
R&D Systems	MAB1549	M0R2X7	ADAMTSL1
R&D Systems	MAB1549	M0R1Q7	ADAMTSL1
R&D Systems	MAB1549	M0QZP1	ADAMTSL1
R&D Systems	MAB1549	Q9QZL9	ADAMTSL1
R&D Systems	MAB1549	Q3V2N2	ADAMTSL1
R&D Systems	MAB1549	A0A1B0GRV4	ADAMTSL1
R&D Systems	MAB1549	A0A1B0GRE6	Adamtsl1
R&D Systems	MAB1549	D4A444	KLK14
R&D Systems	MAB1549	M9PEI9	KLK14
R&D Systems	MAB81751	P57678	UGT1A1
R&D Systems	MAB81751	P78344	UGT1A1
R&D Systems	MAB81751	O73777	UGT1A1
R&D Systems	MAB81751	Q62448	UGT1A1
Santa Cruz Biotechnology	sc-133225	Q9UQL6	MTOR
Santa Cruz Biotechnology	sc-133225	Q9Z2V6	Mtor
Santa Cruz Biotechnology	sc-28377	Q9UBU9	EIF2B3
Santa Cruz Biotechnology	sc-32770	O43426	Gys1
Santa Cruz Biotechnology	sc-32770	Q8CHC4	GYS2
Santa Cruz Biotechnology	sc-376568	O60500	Rpsa
Sigma-Aldrich	SAB1403195	Q9UHP6	Vav1
Sigma-Aldrich	SAB1403195	B5MCI8	Vav1
Sigma-Aldrich	SAB1403195	H7C3W6	Vav1
Sigma-Aldrich	SAB1403195	H7BZU8	Vav1
Sigma-Aldrich	SAB1403195	H7C2M5	Vav1
Sigma-Aldrich	WH0064324M5	F1N972	DTGCU2
Sigma-Aldrich	WH0064324M5	A0A1D5P8K9	FERMT1
Sigma-Aldrich	WH0064324M5	A0A1D5PK07	Fermt1
Sigma-Aldrich	WH0064324M5	Q96L73	Fermt1
Sigma-Aldrich	WH0064324M5	D6RG26	Fermt1
Sigma-Aldrich	WH0064324M5	D6RBP3	fermt1
Sigma-Aldrich	WH0064324M5	H7BYB0	fermt1
Sigma-Aldrich	WH0064324M5	D6RE14	FERMT1
Sigma-Aldrich	WH0064324M5	D6RA58	PDX1
Sigma-Aldrich	WH0064324M5	D6RA90	Pdx1
Sigma-Aldrich	WH0064324M5	A0A1W2PS55	Pdx1
Sigma-Aldrich	WH0064324M5	D6RBV9	Pdx1
Sigma-Aldrich	WH0064324M5	L8EAB5	pdx1
Sigma-Aldrich	WH0064324M5	B2RWP5	PDX1
Sigma-Aldrich	WH0064324M5	A4QPE5	pdx1
Sigma-Aldrich	WH0064324M5	L0R5C2	pdx1
Sigma-Aldrich	WH0064324M5	A0A1D5RMR9	pdx1
Sigma-Aldrich	WH0064324M5	O88491	TBC1D26
Sigma-Aldrich	WH0064324M5	Q8VHQ8	TBC1D26
Sigma-Aldrich	WH0064324M5	Q3UL03	TBC1D26
Sigma-Aldrich	WH0064324M5	E9QAE4	TBC1D26
Sigma-Aldrich	WH0064324M5	D4AA06	TBC1D26
Sigma-Aldrich	WH0064324M5	Q96L73-1	TBC1D26
Sigma-Aldrich	WH0064324M5	Q96L73-2	TBC1D26
Sigma-Aldrich	WH0005100M1	A5Y5L6	fkbp14
Sigma-Aldrich	WH0005100M1	A0A1D5PHZ0	LTB4DH
Sigma-Aldrich	WH0005100M1	O95206	TTC33
Sigma-Aldrich	WH0005100M1	A0A024QZ94	TTC33
Sigma-Aldrich	WH0005100M1	Q7TSK3	TTC33
Sigma-Aldrich	WH0005100M1	D3ZE55	TTC33
Sigma-Aldrich	WH0005100M1	F1REQ8	TTC33
Sigma-Aldrich	WH0005100M1	O93508	Ttc33
Sigma-Aldrich	WH0005100M1	O95206-1	Ttc33
Sigma-Aldrich	WH0005100M1	O95206-2	Ttc33
Sigma-Aldrich	WH0005100M1	Q7TSK3-2	Ttc33
Sigma-Aldrich	WH0005100M1	Q7TSK3-1	ttc33
Sigma-Aldrich	WH0005100M1	D3ZE55-1	Ttc33
Sigma-Aldrich	HPA058064	Q5XKK7	GEMIN4
Sigma-Aldrich	HPA058064	H3BNG0	GEMIN4
Sigma-Aldrich	HPA058064	H3BSK2	GEMIN4
Sigma-Aldrich	HPA058064	H3BM86	GEMIN4
Sigma-Aldrich	HPA058064	H3BMU7	GEMIN4
Sigma-Aldrich	HPA058064	H3BMY2	GEMIN4
Sigma-Aldrich	HPA058064	A0A0G2JLB0	Gemin4
Sigma-Aldrich	HPA058064	H3BPC2	Gemin4
Sigma-Aldrich	HPA058064	H3BRU1	Gemin4
Sigma-Aldrich	HPA058064	Q14DQ1	Gemin4
Sigma-Aldrich	HPA058064	A0A0G2K359	Gemin4
Sigma-Aldrich	HPA058064	A0A0G2JWV6	gemin4
Sigma-Aldrich	HPA058064	Q58EI9	gemin4
Sigma-Aldrich	HPA058064	Q5XKK7-1	gemin4
Sigma-Aldrich	HPA058064	Q5XKK7-3	gemin4
Sigma-Aldrich	HPA058064	Q14DQ1-1	NSG1
Sigma-Aldrich	HPA058064	Q14DQ1-2	NSG1
Sigma-Aldrich	HPA039779	A0A1D5PPI7	DDIAS
Sigma-Aldrich	HPA039779	A0A024RDM4	DDIAS
Sigma-Aldrich	SAB1407522	HGNC:10286	SDHA
Sigma-Aldrich	SAB1407522	P17076	SDHA
Sigma-Aldrich	SAB1407522	P29453	Sdha
Sigma-Aldrich	APREST77215	P26374	DCTN2
Sigma-Aldrich	SAB2501383	B6ETT4	TFPI2
Sigma-Aldrich	SAB2501383	R4GIX6	Tfpi2
Sigma-Aldrich	SAB2501383	A0A1D5P3K5	Tfpi2
Sigma-Aldrich	SAB2501383	Q8N9I0	Tfpi2
Sigma-Aldrich	SAB2501383	A0A024R9B3	Tfpi2
Sigma-Aldrich	SAB2501383	A4FU00	Tfpi2
Sigma-Aldrich	SAB2501383	P46097	Tfpi2
Sigma-Aldrich	SAB2501383	Q9JM87	tfpi2
Sigma-Aldrich	SAB2501383	A0A0R4J2C2	TFPI2
Sigma-Aldrich	SAB2501383	Q5DTI3	TFPI2
Sigma-Aldrich	SAB2501383	P29101	FLOT2
Sigma-Aldrich	SAB2501383	G3V6M3	FLOT2
Sigma-Aldrich	SAB1412436	E1BVB4	Fam78a
Sigma-Aldrich	SAB1412436	A0A1D5PED3	DDX59
Sigma-Aldrich	SAB1412436	Q01543	DDX59
Sigma-Aldrich	SAB1412436	A0A024R3K4	DDX59
Sigma-Aldrich	SAB1412436	A0A024R3M5	DDX59
Sigma-Aldrich	SAB1412436	V9GZ02	DDX59
Sigma-Aldrich	SAB1412436	V9GY62	DDX59
Sigma-Aldrich	SAB1412436	A0A024R3N6	DDX59
Sigma-Aldrich	SAB1412436	A0A0A0MSR4	DDX59
Sigma-Aldrich	SAB1412436	Q9UEE2	Ddx59
Sigma-Aldrich	SAB1412436	Q9UEE3	Ddx59
Sigma-Aldrich	SAB1412436	P26323	Ddx59
Sigma-Aldrich	SAB1412436	Q544B3	ddx59
Sigma-Aldrich	SAB1412436	Q8BJH6	ddx59
Sigma-Aldrich	SAB1412436	V9GX50	ddx59
Sigma-Aldrich	SAB1412436	Q8BZ56	ddx59
Sigma-Aldrich	SAB1412436	Q4Z8P1	ddx59
Sigma-Aldrich	SAB1412436	Q01543-3	ddx59
Sigma-Aldrich	SAB1412436	Q01543-2	DDX59
Sigma-Aldrich	SAB1412436	Q01543-4	DDX59
Sigma-Aldrich	SAB1412436	Q01543-1	Ddx59
Sigma-Aldrich	HPA018024	Q5ZKK0	SPAG5
Sigma-Aldrich	HPA018024	F1NAD0	SPAG5
Sigma-Aldrich	HPA018024	Q7Z3D4	Spag5
Sigma-Aldrich	HPA018024	A8K613	Spag5
Sigma-Aldrich	HPA018024	G5E9N8	Spag5
Sigma-Aldrich	HPA018024	Q99LE3	Spag5
Sigma-Aldrich	HPA018024	Q5M836	Spag5
Sigma-Aldrich	HPA018024	Q6IQA2	Spag5
Sigma-Aldrich	HPA018024	B0R0T4	Spag5
Sigma-Aldrich	HPA018024	Q7Z3D4-2	REEP2
Sigma-Aldrich	HPA018024	Q7Z3D4-1	REEP2
Sigma-Aldrich	HPA018024	Q7Z3D4-3	REEP2
Sigma-Aldrich	HPA059577	Q5ZIU2	Slc25a36
Sigma-Aldrich	HPA059577	A0A1D5PD03	Slc25a36
Sigma-Aldrich	HPA059577	F1NSP1	SLC25A36
Sigma-Aldrich	HPA059577	Q86TV6	SLC25A36
Sigma-Aldrich	HPA059577	Q6PIF1	SLC25A36
Sigma-Aldrich	HPA059577	A0A0C4DGK5	FBXL5
Sigma-Aldrich	HPA059577	H0YJP9	FBXL5
Sigma-Aldrich	HPA059577	H0YK02	FBXL5
Sigma-Aldrich	HPA059577	G3V3E4	FBXL5
Sigma-Aldrich	HPA059577	G3V3H1	FBXL5
Sigma-Aldrich	HPA059577	H0YIZ4	FBXL5
Sigma-Aldrich	HPA059577	H0YJS2	FBXL5
Sigma-Aldrich	HPA059577	E9Q6P5	FBXL5
Sigma-Aldrich	HPA059577	A0A1Y7VLT4	FBXL5
Sigma-Aldrich	HPA059577	A0A1Y7VL44	Fbxl5
Sigma-Aldrich	HPA059577	Q3UFQ5	Fbxl5
Sigma-Aldrich	HPA059577	B5DFB4	Fbxl5
Sigma-Aldrich	HPA059577	A0A0G2JXJ6	Fbxl5
Sigma-Aldrich	HPA059577	F1LUY5	Fbxl5
Sigma-Aldrich	HPA059577	A1L101	Fbxl5
Sigma-Aldrich	HPA059577	A0A0R4IH06	Fbxl5
Sigma-Aldrich	HPA059577	F1R1C9	Fbxl5
Sigma-Aldrich	HPA059577	K7DYL6	Fbxl5
Sigma-Aldrich	HPA059577	A0A0R4IHK2	fbxl5
Sigma-Aldrich	HPA059577	Q86TV6-1	fbxl5
Sigma-Aldrich	HPA059577	Q86TV6-2	FBXL5
Sigma-Aldrich	SAB1405844	E1C241	HDAC6
Sigma-Aldrich	SAB1405844	Q14435	HDAC6
Sigma-Aldrich	SAB1405844	C9JXX2	HDAC6
Sigma-Aldrich	SAB1405844	H7BZS4	HDAC6
Sigma-Aldrich	SAB1405844	C9JY57	HDAC6
Sigma-Aldrich	SAB1405844	C9J2C3	HDAC6
Sigma-Aldrich	SAB1405844	C9J388	HDAC6
Sigma-Aldrich	SAB1405844	E7EUL0	HDAC6
Sigma-Aldrich	SAB1405844	C9JW45	HDAC6
Sigma-Aldrich	SAB1405844	Q68VJ6	HDAC6
Sigma-Aldrich	SAB1405844	P70419	HDAC6
Sigma-Aldrich	SAB1405844	Q3T1J4	HDAC6
Sigma-Aldrich	SAB1405844	Q58A69	HDAC6
Sigma-Aldrich	SAB1405844	Q14435-1	HDAC6
Sigma-Aldrich	APREST76722	O14921	HSD17B4
Sigma-Aldrich	SAB1406044	Q1PS65	RHD
Sigma-Aldrich	SAB1406044	E1BUT7	RHD
Sigma-Aldrich	SAB1406044	O14896	RHD
Sigma-Aldrich	SAB1406044	G0Z349	RHD
Sigma-Aldrich	SAB1406044	B1AJU4	RHD
Sigma-Aldrich	SAB1406044	P97431	RHD
Sigma-Aldrich	SAB1406044	Q3UEJ9	RHD
Sigma-Aldrich	SAB1406044	Q8C2Z7	RHD
Sigma-Aldrich	SAB1406044	D4AAV0	RHD
Sigma-Aldrich	SAB1406044	Q6PGZ7	RHD
Sigma-Aldrich	SAB1406044	A0A0R4IQV7	RHD
Sigma-Aldrich	SAB1406044	O14896-2	RHD
Sigma-Aldrich	SAB1406044	O14896-1	RHD
Sigma-Aldrich	SAB1405409	Q7Z3S9	SOCS6
Sigma-Aldrich	SAB1405409	Q7Z3S9-1	SOCS6
Sigma-Aldrich	SAB1405409	Q7Z3S9-2	Socs6
St John's Labs	STJ91505	P55036	Itgb2
St John's Labs	STJ91505	P39015	Itgb2
Thermo Fisher Scientific	PA5-23166	Q9H492	TY1B-MR1
Thermo Fisher Scientific	PA5-23166	Q91VR7	TY1A-MR2
Thermo Fisher Scientific	PA5-23166	Q6XVN8	TY1B-MR2
Thermo Fisher Scientific	PA5-47347	Q8QZY3	CERS5
Thermo Fisher Scientific	PA5-25007	Q9BZV1	Cdc25a
Thermo Fisher Scientific	PA5-25007	Q99PL6	ID1
Biomatik	CAE03561	P01308	met
Biomatik	CAE03561	P67970	met
Biomatik	CAE03561	O73727	met
Biomatik	CAE03820	O49562	rml2
Biomatik	CAE03820	A8MQQ1	APBB3
Biomatik	CAE03820	P56715	Ugt1a3
Biomatik	CAE03820	A0FDN2	Apbb3
Biomatik	CAE03820	A0A1B0GUH0	RPL4A
Biomatik	CAE03820	A0A1B0GTV9	RPL4B
Biomatik	CAE03820	Q6DKV0	RML2
Biomatik	CAE03820	P56716	TFG
Biomatik	CAE03820	A0A140LHJ6	TFG
Biomatik	CAE03820	A0A0A6YXU6	TFG
Biomatik	CAE03820	Q9QZY0	TFG
Biomatik	CAE03820	Q4VA02	TFG
Biomatik	CAE03820	Q8BXR8	TFG
Biomatik	CAE03820	Q8K166	TFG
Biomatik	CAE03820	Q8BXN6	Tfg
Biomatik	CAE03820	D4ABP8	Tfg
Biomatik	CAE03820	F1QI02	Tfg
Biomatik	CAE03820	P14126	Tfg
Biomatik	CAE03820	O49562-2	Tfg
Biomatik	CAE03820	O49562-1	Tfg
Sigma-Aldrich	SAB1411918	Ido1	ido1
Sigma-Aldrich	SAB1411918	IDO1	ido1
Sigma-Aldrich	SAB1411918	ido1	ido1
Sigma-Aldrich	SAB1406044	IRF6	irf6
Sigma-Aldrich	SAB1406044	Irf6	irf6
Sigma-Aldrich	SAB1406044	irf6	irf6
Creative Diagnostics	DPABH-20295	SRGAP2	srgap2
Creative Diagnostics	DPABH-20295	SRGAP3	srgap3
Creative Diagnostics	DPABH-20295	srgap2a	srgap2a
Creative Diagnostics	DPABH-20295	Srgap2	srgap2
Sigma-Aldrich	SAB1405409	NOTCH2NL	notch2nl
Creative Diagnostics	DPABH-20157	TSPOAP1	tspoap1
Creative Diagnostics	DPABH-20157	BZRAP1	bzrap1
Creative Diagnostics	DPABH-20157	Bzrap1	bzrap1
Sigma-Aldrich	WH0005100M1	pcdh8	pcdh8
Sigma-Aldrich	WH0005100M1	PCDH8	pcdh8
Sigma-Aldrich	WH0005100M1	Pcdh8	pcdh8
St John's Labs	STJ97618	LAT	lat
St John's Labs	STJ97618	SPNS1	spns1
St John's Labs	STJ97618	Lat	lat
St John's Labs	STJ97618	lat	lat
Sigma-Aldrich	HPA059577	TTC7B	ttc7b
Sigma-Aldrich	HPA059577	Ttc7b	ttc7b
Sigma-Aldrich	HPA059577	ttc7b	ttc7b
Creative Diagnostics	DPABH-04597	EBAG9	ebag9
Creative Diagnostics	DPABH-04597	Ebag9	ebag9
Creative Diagnostics	DPABH-04597	ebag9	ebag9
Sigma-Aldrich	WH0064324M5	NSD1	nsd1
Sigma-Aldrich	WH0064324M5	Nsd1	nsd1
Sigma-Aldrich	SAB1405844	Galnt3	galnt3
Sigma-Aldrich	SAB1405844	GALNT3	galnt3
Sigma-Aldrich	SAB2501383	SYT2	syt2
Sigma-Aldrich	SAB2501383	Syt2	syt2
Sigma-Aldrich	SAB2501383	SYTB	sytb
Sigma-Aldrich	HPA018024	LYSMD3	lysmd3
Sigma-Aldrich	HPA018024	Lysmd3	lysmd3
Sigma-Aldrich	HPA018024	lysmd3	lysmd3
BD Biosciences	553160	Enpep	enpep
St John's Labs	STJ91505	AFF1	aff1
St John's Labs	STJ91505	Aff1	aff1
Creative Diagnostics	DPABH-18755	Klhl5	klhl5
Creative Diagnostics	DPABH-18755	KLHL5	klhl5
Creative Diagnostics	DPABH-18755	klhl5	klhl5
Creative Diagnostics	DPABH-28907	MNP1	mnp1
Creative Diagnostics	DPABH-28907	Mrpl12	mrpl12
Creative Diagnostics	DPABH-28907	MRPL12	mrpl12
Creative Diagnostics	DPABH-28907	mrpl12	mrpl12
Creative Diagnostics	DPABH-28907	mRpL12	mrpl12
Creative Diagnostics	DPABH-28907	mrpl-12	mrpl-12
Epitopes_mapping.txt
Displaying Epitopes_mapping.txt.
